Sample number,Top Depth,Bot Depth,Mid Depth,Top Time (11-8-17 Timescale),Bot Time (11-8-17 timescale),Avg Time (11-8-17 timescale),IC MSA (ppb),IC Cl- (ppb),IC NO3-2 (ppb),IC SO4-2 (ppb),nssSO4-2 (ppb),IC Na+ (ppb),IC NH4+ (ppb),IC K+ (ppb),IC Mg2+ (ppb),IC Ca2+ (ppb),Sr88(LR) (ppt),Pb208(LR) (ppt),As75(LR) (ppt),As75(HR) (ppt),Cs133(LR) (ppt),Ba137(LR) (ppt),La139(LR) (ppt),Ce140(LR) (ppt),Pr141(LR) (ppt),Li7(LR) (ppt),S32(MR) (ppb),Ca44(MR) (ppb),V51(MR) (ppt),Cr52(MR) (ppt),Mn55(MR) (ppt),Fe56(MR) (ppb),Co59(MR) (ppt),Na23(MR) (ppb),Si28(MR) (ppt),K39(HR) (ppb),Combo clean Cu interp to DIC2 time (ppt),Combo clean Cd interp to DIC2 time (ppt),Combo clean Bi interp to DIC2 time (ppt),Combo clean Zn interp to DIC2 time (ppt)
1282,109.76,109.81,109.79,1934.08,1934.02,1934.05,2.15,12.03,33.61,42.2,33.7975,4.9,0.42,0.96,1.59,9.87,52.02,31.24,13.3,14.54,2.36,50.64,1.29,3.87,0.34,14.59,12.63,7,7.69,10.98,132.24,4.24,3.45,3.92,12.82,1.62,11.37,0.64,0.24,57.43
1283,109.81,109.84,109.82,1934.02,1933.91,1933.96,4.46,6.76,17.34,56.12,51.785,0.71,1.6,0.61,0.84,4.55,21.13,22.61,21.72,24.31,0.97,27.18,0.54,1.68,0.15,9.56,15.1,3.13,3.68,8.77,64.13,1.79,1.71,1.85,21.28,0.72,9.3,0.44,0.19,54.81
1284,109.84,109.88,109.86,1933.91,1933.79,1933.85,8.01,6.73,57.45,62.47,48.1075,0.34,4.56,0.93,0.69,3.11,13.26,19.01,7.05,8.26,0.37,12.44,0.35,1.13,0.1,6.81,13.01,1.51,2.25,3.76,35.22,0.73,0.81,1.54,5.23,0.63,11.94,0.62,0.09,53.5
1285,109.88,109.92,109.9,1933.79,1933.64,1933.71,12.42,2.55,34.16,46.24,37.7,0.12,1.25,0.58,0.42,1.13,9.02,15.41,7.13,7.67,0.63,19.38,0.27,0.8,0.08,9.31,10.39,1.4,1.74,2.37,26.85,0.81,1.62,1.13,7.29,0.4,10.61,0.6,0.09,57.46
1286,109.92,109.95,109.94,1933.64,1933.51,1933.58,10.48,5.82,89.11,91.66,69.3825,0.61,7.75,1.56,0.74,5.04,46.53,6.88,9.386,15.71,4.06,138.14,1.34,4.18,0.37,29.14,18.57,3.86,18.71,14.66,374.22,12.98,6.09,2.78,20.85,4.18,8.17,0.53,0.21,62.87
1287,109.95,109.99,109.97,1933.51,1933.39,1933.45,10.18,5.86,35.66,75.01,66.095,1.75,16.56,1.98,1.42,6.25,133.05,7.627,7.354,35.43,2.56,210.82,4.55,14.02,1.25,22.11,26.32,13.94,33.18,35,537.82,17.21,10.04,5.64,36.6,4.07,10.97,0.73,0.16,89.64
1288,109.99,110.02,110.01,1933.39,1933.27,1933.33,4.32,18.62,41.29,96.78,86.4575,8.59,9.82,2.04,4.13,22.16,174.97,8.375,5.322,19.23,3.98,171.17,6.37,18.97,1.65,27.09,19.3,17.4,32.18,40.91,367.43,16.62,8.98,8.19,27.02,4.64,13.97,0.94,0.11,116.87
1289,110.02,110.05,110.04,1933.27,1933.17,1933.22,6.34,5.46,8.72,43.12,40.94,3.49,0.13,0.62,2.69,15.95,70.74,17.2,9.51,10.29,2,72.07,2.43,8.92,0.83,15.12,12.93,6.83,8.82,10.47,165.92,4.94,3.07,2.88,20.85,1.56,14.96,1.01,0.11,125.88
1290,110.05,110.08,110.07,1933.17,1933.06,1933.12,3,22.5,17.77,93.84,89.3975,11.96,6.31,3.06,5.03,10.85,35.23,19.61,7.66,7.84,1.85,46.98,0.83,2.72,0.23,9.18,13.35,4.09,5.26,9.03,74.1,2.5,1.71,2.47,1.48,1.78,15.79,1.06,0.11,133.37
1291,110.08,110.11,110.1,1933.06,1932.98,1933.02,3.72,19.45,19.15,68.79,64.0025,10.96,5.9,3.22,3.21,3.8,12.77,27.75,9.2,9.98,0.26,11.6,0.43,1.4,0.12,6.06,14.22,1.52,1.77,4.76,20.08,0.7,0.9,4.44,6.72,1.48,16.55,1.12,0.15,140.3
1292,110.11,110.15,110.13,1932.98,1932.88,1932.93,5.56,11.54,24.24,83.11,77.05,6.15,6.6,2.46,1.35,3.62,28.04,35.47,6.44,7.01,0.72,28.83,0.61,1.82,0.18,7.87,13.05,3.59,5.77,8.55,73.01,2.37,1.93,2.43,10.71,0.89,17.24,1.16,0.1,146.58
1293,110.15,110.19,110.17,1932.88,1932.8,1932.84,5.85,14.66,31,78.84,71.09,9.91,11.12,4.17,1.39,3.21,11.48,23.55,4.71,4.87,0.26,30.44,0.49,1.56,0.14,6.27,8.62,1.13,2.13,6.24,43.43,0.98,3.42,1.54,9.57,0.76,17.93,1.21,0.02,152.8
1294,110.19,110.21,110.2,1932.8,1932.74,1932.77,5.31,5.36,71.94,27.51,9.525,1.72,2.22,1.44,0.56,2.35,8.05,21.09,2.38,2.05,0.15,6.9,0.11,0.35,0.03,6.53,4.85,0.98,1.27,4.56,17.85,0.52,0.74,1.35,5.95,0.24,18.47,1.25,0.03,157.73
1295,110.21,110.24,110.22,1932.74,1932.69,1932.71,5.17,4.55,43.6,29.3,18.4,1.36,6.06,0.69,0.36,1.36,16.95,24.29,4.64,5.69,0.23,7.72,0.16,0.5,0.05,6.5,11.51,5.27,0.96,4.88,19.94,0.35,0.64,21.76,5.96,9.93,18.92,1.28,0.13,161.77
1296,110.24,110.27,110.25,1932.69,1932.61,1932.65,3.99,4.86,35.08,54.79,46.02,1.02,4.7,1.5,0.71,1.66,5.59,15.27,4.43,4.21,0.12,4.53,0.24,0.64,0.07,3.86,9.25,0.42,1.73,3.61,12.88,0.39,0.53,1.43,7.2,0.71,19.41,1.31,0.06,166.22
1297,110.27,110.29,110.28,1932.61,1932.55,1932.58,1.81,6.73,62.59,55.44,39.7925,1.2,6.12,1.78,0.57,1.22,9.28,33.72,4.75,4.54,0.55,13.8,0.87,2.68,0.25,6.24,9.08,3.62,1.96,8.05,33.49,0.95,1.17,1.33,9.7,1.12,19.93,1.35,0.1,170.98
1298,110.29,110.33,110.31,1932.55,1932.46,1932.51,2.62,6.9,110.91,65.11,37.3825,1.09,55,5.74,0.5,1.51,10.44,43.31,5.66,5.86,0.73,38.35,1.13,3.61,0.33,6.5,12.34,0.89,1.73,9.26,58.67,1.03,1,0.96,8.05,3.65,18.81,1.25,0.19,151.36
1299,110.33,110.38,110.36,1932.46,1932.35,1932.41,4.98,6.98,89.2,52.13,29.83,0.45,11.02,1.14,0.55,1.85,31.58,17.8,6.23,7.34,0.64,71.59,0.78,2.47,0.25,8.49,11.24,6.85,7.71,16.13,101.51,3.1,2.47,1.46,14.82,0.93,13.81,0.89,0.08,68.83
1300,110.38,110.45,110.41,1932.35,1932.21,1932.28,7.55,17.66,31.53,58.97,51.0875,10.07,10.11,2.73,2.17,16.18,47.07,17.08,6.38,7.26,2.52,64.52,4.65,3.56,1.28,20.94,18.66,7.33,25.13,17.65,117.09,3.97,7.26,3.14,28.88,4.29,19.82,1.8,0.1,106.63
1301,110.45,110.51,110.48,1932.21,1932.07,1932.14,3.66,9.58,24.12,65.82,59.79,3.4,5.96,1.31,2.56,14.98,62.56,16.37,6.53,7.18,1.12,57.45,1.34,4.65,0.42,10.63,10.8,7.82,10.02,19.18,132.66,4.84,2.88,4.82,30.68,1.92,14,0.65,0.12,79.29
1032,110.51,110.56,110.53,1932.07,1931.96,1932.01,1.07,8.9,14.66,42.78,39.115,3.38,4.75,1.04,1.13,5.52,27.9,9.38,6.2,7.01,0.73,25.7,0.53,1.83,0.14,7.21,7.86,3.33,4.05,34.62,55.88,1.88,1.48,2.75,10.01,0.66,11.2,0.5,0.03,107.42
1303,110.56,110.62,110.59,1931.96,1931.87,1931.91,1.09,6.83,12.75,32.13,28.9425,2.32,5.15,1,0.71,2.71,32.76,5.712,7.21,8,0.37,23.24,0.54,1.22,0.1,6.73,10.74,3.37,3.67,5.22,59.2,1.27,1.69,4.61,11.46,0.67,8.82,0.45,0.06,46.22
1304,110.62,110.67,110.65,1931.87,1931.78,1931.82,3.37,14.31,14.52,63.78,60.15,6.44,4.59,0.92,0.95,2.3,15.09,10.607,8.32,7.84,0.37,14.85,0.32,0.88,0.08,6.18,17.85,1.41,2.3,5.15,36.11,1.09,0.85,3.75,10.5,0.44,7.76,0.43,0.09,36.37
1305,110.67,110.72,110.7,1931.78,1931.71,1931.75,7.08,21.03,16.14,91.2,87.165,9.33,5.11,1.27,0.95,1.81,18.7,7.285,6.07,8,0.45,17.07,0.28,0.93,0.08,22.46,15.37,1.49,12.86,7.26,494.38,13.94,3.27,8.33,16.36,0.84,14.82,0.7,0.12,39.59
1306,110.72,110.77,110.74,1931.71,1931.64,1931.68,10.62,11.05,29.07,79.43,72.1625,5.04,8.29,1.17,1,1.98,14.19,9.51,6.2,6.19,0.28,11.99,0.37,1.08,0.09,5.09,12.57,1.08,2.13,3.61,29.58,0.86,0.67,1.02,8.64,0.14,20.73,0.8,0.01,66.29
1307,110.77,110.8,110.78,1931.64,1931.58,1931.61,6.95,9.64,37.27,96.18,86.8625,3.82,6.68,1.34,0.98,1.87,26.24,13.76,11.51,10.97,0.55,50.33,0.93,2.61,0.27,7.49,28.05,2.28,6.73,7.7,111.16,3.11,2.3,2,19.47,0.94,15.8,0.59,0.19,73.51
1308,110.8,110.88,110.84,1931.58,1931.46,1931.52,3.29,8.24,45.47,112.93,101.5625,2.6,5.07,1.51,0.96,1.75,14.87,18,6.45,6.03,0.39,32.82,0.99,3.42,0.24,8.87,14.88,3.63,3.81,10.11,45.73,1.78,2.51,5.28,9.65,2.72,15.18,1.24,0.15,104.8
1309,110.88,110.94,110.91,1931.46,1931.37,1931.42,4.78,18.63,150.68,233.86,196.19,3.51,37,4.62,1.9,9.71,106.71,59.64,29.52,30.24,2.32,141.58,3.22,10.35,0.98,17.62,55.88,14.13,24.04,17.86,368.18,11.57,6.82,3.93,48.46,4.67,41.01,1.93,0.42,163.13
1310,110.94,111,110.97,1931.37,1931.28,1931.33,6.77,12.67,44.66,137.86,126.695,7.2,7.26,2.59,5.68,40.45,370.79,56.04,46.27,47.53,6.97,450.26,16.51,50.67,4.35,47.38,32.36,38.77,77.59,53.7,978.65,37.63,18.64,11.59,93.76,10.59,34.8,0.98,0.72,98.82
1311,111,111.08,111.04,1931.28,1931.15,1931.22,1.16,16.5,14.18,45.14,41.595,8.75,2.18,1.41,2.46,18.51,141.29,10.568,14.56,19.37,3.11,137.83,4.09,12.47,1.1,17.86,9.68,12.14,22.92,22.38,277.5,10.87,5,17.47,34.19,2.51,13,0.4,0.12,45.23
1312,111.08,111.15,111.12,1931.15,1931.04,1931.1,0,18.41,7.81,30.58,28.6275,12.64,0.64,2.49,2.36,18.47,102.41,10.061,13.63,14.9,3.79,116.28,3.15,9.78,0.85,29.47,8.97,13.88,15.47,30.13,253.19,10.44,6.17,10.96,20.54,4,13.34,0.41,0.21,56.17
1313,111.15,111.21,111.18,1931.04,1930.94,1930.99,0.62,9.94,10.09,35.67,33.1475,4.76,1.85,0.64,1.22,7.46,34.75,9.433,7.78,8.66,0.68,26.92,1.14,3.35,0.29,6.1,8.26,6.36,3.88,6.03,64.85,1.4,1.67,5.18,13.93,1.13,14.4,0.43,0.19,65.63
1314,111.21,111.27,111.24,1930.94,1930.84,1930.89,1.26,10.62,9.49,44.7,42.3275,3.41,2,0.86,0.94,2.93,25.71,8.81,8.12,9.27,0.43,26.88,0.47,1.41,0.13,6.03,13.68,2.58,3.59,4.97,41.34,1.23,1.13,2.25,15.91,0.38,15.44,0.46,0.1,74.91
1315,111.27,111.34,111.3,1930.84,1930.74,1930.79,5.8,5.97,9.76,78,75.56,0.92,1.3,0.86,0.7,2.79,15.1,8.26,7.83,8.71,0.28,23.35,0.63,1.89,0.18,6.55,12.39,1.66,2.84,2.5,45.61,1,1.26,1.2,10.62,0.4,13.47,1.04,0.05,68.31
1316,111.34,111.4,111.37,1930.74,1930.63,1930.68,5.27,3.21,26.36,71.83,65.24,0.3,5.7,0.87,0.43,1.36,15.98,8.08,3.61,3.85,0.25,22.17,0.34,1.07,0.09,7.16,12.84,1.59,2.5,7.11,27.46,0.75,0.93,1.22,13.04,0.48,8.03,0.32,0.11,72.78
1317,111.4,111.45,111.43,1930.63,1930.54,1930.58,3.54,4.43,32.94,52.77,44.535,0.26,1.43,1.13,0.71,2.03,12.37,7.3,5.02,5.82,0.31,14.33,0.25,0.9,0.07,6.38,8.99,1.13,2.63,2.5,29.81,0.88,0.82,0.9,9.48,0.49,9.01,0.32,0.04,35.47
1318,111.45,111.5,111.48,1930.54,1930.46,1930.5,7.52,4.04,42.69,41.35,30.6775,0.88,4.84,1.16,0.51,1.14,8.73,5.66,4.58,4.71,0.2,9.86,0.14,0.41,0.04,6.83,8.67,0.72,1.2,9.26,30.43,0.49,0.59,2.3,9.25,1.08,4.81,0.37,0.05,19.24
1319,111.5,111.57,111.53,1930.46,1930.35,1930.4,3.35,4.95,39.16,80.48,70.69,0.36,5.9,0.71,0.6,2.15,42.95,13.46,20.1,21.96,1.13,71.22,3.14,9.39,0.83,10.57,19.49,34.3,7.3,7.63,597.07,3.37,2.19,1.64,16.59,1.42,11.42,0.56,0.12,54.04
1320,111.57,111.64,111.6,1930.35,1930.23,1930.29,4.16,8.38,38.19,89.48,79.9325,3.62,5.61,2.19,2.56,14.93,123.75,30.96,18.99,19.37,2.73,215.06,6.13,18.36,1.62,24.55,19.48,13.69,31.58,26.3,449.17,16.05,10.38,4.08,39.07,3.05,32.18,1.47,0.32,85.13
1321,111.64,111.68,111.66,1930.23,1930.16,1930.19,1.45,30.24,9.28,71.37,69.05,3.79,0.72,1.29,2.06,9.25,94.5,18.74,13.28,11.46,3.01,182.17,6.96,20.82,1.96,63.62,19.97,10.3,67.37,29.22,576.08,29.35,9.5,4.96,41.25,7.87,42.9,1.25,0.17,89.34
1322,111.68,111.72,111.7,1930.16,1930.09,1930.12,1.13,40.73,16.11,67.53,63.5025,10.44,3.81,2.24,2.12,7.61,56.3,21.94,13.78,13.93,2.53,149.28,1.02,3.15,0.27,31.78,16.69,7.91,12.57,16.34,188.14,6.34,5.04,14.89,19.36,7.2,45.98,1.56,0.32,88.98
1323,111.72,111.76,111.74,1930.09,1930.02,1930.05,0.97,43.62,13.98,59.81,56.315,10.38,3.93,2.19,2.11,6.81,45.09,28.87,6.3,7.14,0.68,39.36,0.74,2.37,0.22,22.39,13.38,7.35,5.22,23.17,88.56,2.98,3.14,16.16,9.68,8.14,9.94,1.51,0.19,56.99
1324,111.76,111.8,111.78,1930.02,1929.95,1929.99,0.81,46.52,11.86,52.09,49.125,10.32,4.06,2.13,2.1,6.01,25.94,16.77,8.87,9.78,0.61,30.66,0.39,1.17,0.1,6.35,11.47,2.95,4.55,13.47,79.16,2.05,1.82,7.51,9.34,1.42,9.39,0.87,0.56,18.22
1325,111.8,111.84,111.82,1929.95,1929.87,1929.91,1.55,15.8,15.77,78.76,74.8175,14.16,5.18,1.72,1.33,6.2,34.25,18.99,7.99,8.5,0.72,36.86,0.83,2.58,0.22,10.33,12.75,4.35,6.01,14.53,73.26,2.63,1.76,5.35,12.46,1.63,7.57,0.8,0.13,19.74
1326,111.84,111.89,111.86,1929.87,1929.77,1929.82,2.65,25.66,12.37,55.8,52.7075,4.91,4.04,0.99,1.17,4.4,24.33,11.14,8.59,10.8,0.61,29.69,0.37,1.24,0.11,5.88,11.23,2.71,3.94,5,54.17,1.77,1.3,3.78,12.31,0.74,14.94,0.6,0.19,33.6
1327,111.89,111.94,111.92,1929.77,1929.66,1929.71,4.56,9.5,15.4,64.98,61.13,3.04,2.49,1.25,1.11,2.86,37.13,15.35,5.97,7.01,0.83,25.54,1.13,3.16,0.29,8.13,14.21,3.63,7.17,12.79,165.05,3.07,2.78,3.86,24.88,3.39,8.69,0.79,0.13,35.22
1328,111.94,111.99,111.97,1929.66,1929.56,1929.61,7.48,13.39,33.65,110.95,102.5375,1.61,4,1.15,1.16,4.35,23.87,14.08,4.82,4.87,0.92,21.38,0.48,1.44,0.13,5.94,18.83,3.3,3.35,4.22,52.17,1.28,1.36,1.08,9.1,0.57,9.04,0.89,0.04,42.78
1329,111.99,112.05,112.02,1929.56,1929.43,1929.5,8.03,6.37,34.59,74.5,65.8525,0.51,3.33,0.84,0.88,3.2,44.34,20.5,13.89,13.93,1,50,1.93,5.81,0.56,10.45,21.19,4.56,11.84,14.92,131.14,4.36,3.06,1.71,23.52,1.16,9.72,0.99,0.1,51.28
1330,112.05,112.12,112.09,1929.43,1929.3,1929.37,8.16,9.81,51.26,133.94,121.125,0.75,7.17,1.1,1.11,4.13,25.19,16.01,8.29,9.82,0.71,28.3,0.63,1.74,0.15,9.16,21.18,2.36,4.38,4.18,71.78,3.03,1.87,1.42,12.76,0.77,9.56,1.23,0.07,52.2
1331,112.12,112.18,112.15,1929.3,1929.18,1929.24,6.26,195.68,37.6,141.31,131.91,0.62,6.12,1,1.09,4.48,60.94,35.42,18.15,20.19,1.28,75.56,4.05,10.83,0.96,12.52,25.25,5.88,12.44,10.42,212.82,5.45,6.82,1.89,28.36,1.74,11.18,1.23,0.14,71.12
1332,112.18,112.24,112.21,1929.18,1929.06,1929.12,6.3,23.44,50.38,105.69,93.095,2.79,15.32,1.79,2.81,16.21,112.65,30.81,19.74,17.23,2.75,45.82,5.3,17.18,1.47,21.21,22.18,14.3,26.5,36.72,383.15,14.8,8.57,3.9,30.77,4.17,7.82,0.69,0.35,39
1333,112.24,112.29,112.27,1929.06,1928.96,1929.01,2.12,7.75,14.27,29.91,26.3425,3,4.42,1.77,0.9,5.84,17.95,29.74,9.09,9.49,0.44,16.07,0.83,2.77,0.24,7.05,6.97,1.68,2.04,5.56,38.55,0.88,0.97,3.44,9.57,0.42,7.01,0.59,0.06,28.9
1334,112.29,112.35,112.32,1928.96,1928.86,1928.91,0.77,8.74,12.75,42.45,39.2625,4.09,2.69,1.27,1.04,3.27,18.43,6.63,7.33,7.67,0.56,22.78,7.35,21.73,1.88,7.87,5.88,1.99,3.05,11.77,45.4,1.48,1.32,1.85,11.12,0.63,8.11,0.98,0.05,41.45
1335,112.35,112.42,112.38,1928.86,1928.74,1928.8,1.49,8.27,16.13,52.89,48.8575,2.78,4.87,1.09,1,3.61,45.78,33.09,21.97,20.86,3.55,24.29,1.49,4.62,0.44,23.91,14.55,4.54,20.75,11.45,149.17,9.39,3.22,5.16,23.67,2.92,8.27,1.06,0.26,43.98
1336,112.42,112.48,112.45,1928.74,1928.64,1928.69,6.61,5.62,22.3,80.07,74.495,1.48,7.05,0.92,0.96,3.96,24.63,23.75,10.51,11.13,1.17,25.81,0.94,2.42,0.22,10.02,14.34,2.87,4.41,7.74,106.77,3.79,2.28,1.86,11.72,1.14,6.33,0.38,0.14,28.47
1337,112.48,112.52,112.5,1928.64,1928.56,1928.6,8.98,4.42,23.56,52.8,46.91,0.78,1.47,0.89,0.62,1.74,16.02,10.1,7.76,7.34,1.42,34.52,0.38,1.11,0.1,10.97,9.48,1.47,5.57,9.94,94.19,2.58,3.49,1,12.53,0.69,6.16,0.53,0.05,39.86
1338,112.52,112.57,112.54,1928.56,1928.47,1928.51,7.3,11.48,24.25,61.24,55.1775,5.07,2.47,1.73,0.93,9.54,21.59,18.9,9.83,11.63,1.61,22.82,0.59,1.86,0.17,15.51,10.29,3.32,6.73,16.05,79.37,5.32,8.51,6.86,11.63,1.55,11.31,0.62,0.21,37.18
1339,112.57,112.61,112.59,1928.47,1928.4,1928.43,5.47,3.7,21.5,33.88,28.505,0.54,1.69,0.99,0.72,3.8,11.67,6.68,4.14,5.69,0.24,12.27,0.23,0.72,0.07,5.22,8.08,1.36,1.46,8.42,24.43,0.61,0.72,0.63,8.05,0.2,13.06,0.99,0.01,45.96
1340,112.61,112.67,112.64,1928.4,1928.29,1928.34,7.89,5.82,53.62,66.57,53.165,0.82,12.53,1.64,0.63,3.35,57.13,16.48,8.3,10.93,0.6,51.44,2.22,6.54,0.59,10.15,14.72,3.79,12.02,24.36,125.08,3.49,4.93,2.5,27.21,1.55,16.53,1.23,0.08,71.88
1341,112.67,112.72,112.7,1928.29,1928.19,1928.24,5.37,4.58,30.84,50.18,42.47,1.21,6.15,1.21,0.87,5.54,81.02,19.67,16.06,15.04,2.39,21.54,3.26,11.8,0.95,23.89,15.23,8.31,31.4,23.58,312.21,13.76,7.03,2.76,37.15,3.73,21.96,1.34,0.22,117.48
1342,112.72,112.79,112.76,1928.19,1928.08,1928.14,4.08,7.64,30.58,67.91,60.265,3.11,6.22,1.65,2.51,15.36,107.14,27.67,17.21,17.14,3.98,39,5.36,16.47,1.46,29.32,16.57,12.33,19.99,17.6,294.81,10.78,6.08,4.78,35.11,4.33,12.03,1.01,0.24,59.46
1343,112.79,112.84,112.82,1928.08,1927.98,1928.03,1.49,14.96,16.3,58.72,54.645,6.03,2.95,1.32,1.58,6.57,26.11,11.28,29.25,32.1,0.7,30.81,0.55,1.83,0.16,10.32,13.54,2.7,4.24,9.37,62.67,1.69,1.38,3.93,15.74,0.91,10.89,0.77,0.21,36.91
1344,112.84,112.89,112.87,1927.98,1927.85,1927.91,3.13,9.93,12.88,48.17,44.95,3.6,5.01,1.11,0.86,2.12,16.57,8.44,20.43,23.82,0.61,26.56,0.52,1.53,0.13,9.28,8.51,1.44,4,19.04,124.77,1.67,5.35,3.35,12.58,0.7,12.63,0.59,0.33,62.57
1345,112.89,112.95,112.92,1927.85,1927.71,1927.78,7.66,4.75,19.29,63.32,58.4975,1.25,1.23,0.57,0.73,2.52,23.38,10.15,7.23,9.49,0.64,23.88,0.4,1.26,0.12,9.78,13.69,2.88,4.38,20.13,186.87,1.9,9.31,1.23,12.17,0.67,13.84,0.62,0.04,125.36
1346,112.95,112.99,112.97,1927.71,1927.59,1927.65,8.89,6.51,41.96,62.13,51.64,0.68,2.56,1.02,0.72,2.7,22.22,9.26,6.62,7.66,0.56,24.94,0.42,1.15,0.1,8.84,10.8,1.8,3.44,4.91,59.88,1.38,1.99,0.86,11.61,0.5,14.69,0.72,0.1,121.34
1347,112.99,113.04,113.02,1927.59,1927.46,1927.53,8.96,3.55,25.62,42.13,35.725,0.16,3.02,0.67,0.38,1.06,27.26,7.38,5.34,6.17,0.79,80.72,0.83,2.51,0.22,11.21,7.85,1.59,2.92,6.88,45.08,1.39,1.59,1.94,25.2,1.81,15.45,0.83,0.1,60.64
1348,113.04,113.09,113.06,1927.46,1927.34,1927.4,5.78,5.84,52.88,62.2,48.98,0.43,7.07,1.06,0.45,2.25,28.8,16.44,8,8.62,1.44,140.6,1.35,4.14,0.35,16.18,14.02,2.38,8.97,7.89,104.98,3.98,2.34,1.36,26.39,2.11,17.2,1.55,0.11,101.77
1349,113.09,113.13,113.11,1927.34,1927.23,1927.29,4.56,7.19,52.73,67.19,54.0075,0.64,9.14,1.24,1.11,5.93,124.68,31.14,21.34,20.36,3.41,213.09,5.66,17.57,1.47,23.52,21.23,12.38,22.93,20.74,339.97,12.69,7.89,4.45,48.17,4.64,18.85,1.47,0.3,124.24
1350,113.13,113.17,113.15,1927.23,1927.12,1927.18,3.62,9.48,44.72,101.65,90.47,3.17,1.17,1.36,2.88,23.81,140.42,40.41,37.74,40.92,5.18,360.98,7.73,24.3,2.11,43.43,20.82,15.72,29.79,31.22,427.74,19.16,8.79,6.8,57.21,8.17,16.38,1.14,0.55,102.97
1351,113.17,113.21,113.19,1927.12,1927.01,1927.07,1.8,19.33,16.21,46.98,42.9275,9.83,2.45,1.09,1.97,10.38,49.6,13.41,15.08,16.52,2.19,85.36,1.54,4.87,0.41,13.99,8.55,5.2,6.86,13.4,141.27,3.75,2.72,8.2,18.62,1.84,12.66,0.74,0.16,68.34
1352,113.21,113.27,113.24,1927.01,1926.89,1926.95,1.73,11.47,13.7,35.88,32.455,5.25,1.53,0.89,1.17,5.87,16.31,29.11,8.57,9.12,0.42,17.86,0.48,0.97,0.09,8.46,8.46,2.29,2.82,11.82,55.36,1.17,1.57,2.01,10.6,0.81,8.88,0.33,0.32,33.17
1353,113.27,113.33,113.3,1926.89,1926.77,1926.83,1.66,3.61,11.19,24.77,21.9725,0.66,0.61,0.69,0.38,1.37,14.52,15.37,8.33,9.98,0.78,36.34,1.14,3.22,0.28,11.78,7.42,2.05,4.22,11.91,69.72,2.44,1.62,2.1,12.38,0.9,10.86,0.42,0.37,53.96
1354,113.33,113.39,113.36,1926.77,1926.64,1926.71,5.18,8.03,55.54,50.53,36.645,1.62,1.44,0.99,0.8,3.79,26.29,17.81,8.13,8.66,1.56,111.31,0.66,1.82,0.18,18.02,11.69,2.9,12.45,10.56,168.9,6.43,4.18,2.46,20.37,2.03,12.82,0.42,0.44,62.48
1355,113.39,113.45,113.42,1926.64,1926.51,1926.58,10.28,11.67,32.14,50.26,42.225,5,5.11,1.1,0.55,2.39,33.6,17.34,12.38,12.78,2.5,98.32,0.73,2.22,0.2,17.11,13.96,3.53,7.87,5.32,109.88,4.21,4.33,2.24,28.42,2.37,18.42,1.04,0.1,175.51
1356,113.45,113.51,113.48,1926.51,1926.39,1926.45,8.75,11.78,84.51,103.11,81.9825,2.71,25.72,3.09,2.14,10.7,134.5,45.63,36.41,36,4.54,202.95,6.9,21.13,1.98,28.97,31.57,14.44,31.51,27.48,531.81,17,12.12,6.67,44.54,6.02,22.36,1.48,0.27,164.67
1357,113.51,113.58,113.54,1926.39,1926.25,1926.32,5.42,9.94,30.89,77.33,69.6075,4.27,16.46,1.74,2.93,17.55,142.31,35.08,22.66,21.67,3.55,207.42,5.87,18.04,1.62,25.4,17.68,15.98,31.03,28.59,396.12,17.23,8.67,6.24,33.89,4.6,19.39,1.26,0.27,89.58
1358,113.58,113.64,113.61,1926.25,1926.12,1926.18,2.49,11.6,18.82,46.54,41.835,6.08,4.35,1.26,2.06,12.83,37.74,9.87,20.81,18.71,0.7,35.3,0.99,2.86,0.24,8.92,9.73,4.6,4.51,3.49,79.73,2.02,1.6,3.66,11.94,0.97,11.95,0.69,0.16,40.82
1359,113.64,113.69,113.67,1926.12,1926.01,1926.06,1.57,11.26,14.2,25.18,21.63,3.93,3.47,0.59,0.62,2.02,9.61,5.54,4.01,4.21,0.13,6.85,0.1,0.3,0.04,5.08,5.16,1.01,0.65,2.38,17.27,0.26,0.57,3.09,5.47,0.28,6.86,0.35,0.02,18.71
1360,113.69,113.74,113.72,1926.01,1925.93,1925.97,1.62,6.51,14.88,37.25,33.53,2.04,4.41,0.84,0.54,1.36,14.23,7.15,8.08,8.83,0.28,12.01,0.26,1,0.09,6.49,9.22,1.13,2.07,3.8,28.93,1.08,0.91,2.03,9,0.37,6.52,0.35,0.06,25.6
1361,113.74,113.79,113.76,1925.93,1925.85,1925.89,2.29,4.51,18.94,32.82,28.085,1.25,4.2,0.7,0.52,2.02,12.67,9.09,7.42,8.5,0.31,14.56,0.52,1.64,0.15,6.35,6.9,1.63,1.66,13.24,39.35,0.78,1.99,1.36,7.91,0.49,8.63,0.43,0.08,23.89
1362,113.79,113.84,113.82,1925.85,1925.76,1925.8,3.25,4.09,11.64,39.02,36.11,0.97,3.9,0.55,0.38,1.33,7.4,5.05,4.33,5.2,0.5,7.24,0.1,0.29,0.02,8.39,7.18,0.79,1.77,4.16,38.14,0.86,0.66,1.28,6.37,0.32,6.37,0.42,0.01,18.05
